x1,x2,y1
0.7739560485559633,0.6643135403273875,2.247206159210143
0.4388784397520523,0.4063868614400705,1.4996729379361258
0.8585979199113825,0.8140203846660347,2.461401955222575
0.6973680290593639,0.1669729199077039,1.944827934091039
0.09417734788764953,0.022712073133860478,0.6951683177154572
0.9756223516367559,0.09004786077564175,2.4782590615062046
0.761139701990353,0.7223593505964503,2.238987209159641
0.7860643052769538,0.4618772302513874,2.210691779629324
0.12811363267554587,0.1612717790336018,0.8046087990611723
0.45038593789556713,0.5010447751033635,1.5510853083221434
0.37079802423258124,0.15231210271316842,1.287289679279113
0.9267649888486018,0.696320375077736,2.5624260902205243
0.6438651200806645,0.4461562755740307,1.9215771228335383
0.82276161327083,0.3810212260964825,2.2598295943706046
0.44341419882733113,0.3015120891478765,1.4772820243990252
0.2272387217847769,0.6302825931188885,1.1435622215052204
0.5545847870158348,0.3618126105533904,1.7177133571976868
0.06381725610417532,0.087649919316101,0.653929488003181
0.8276311719925821,0.11800590212051532,2.190664114621319
0.6316643991220648,0.9618976645495145,2.051898097608984
0.7580877400853738,0.908580690707607,2.2887496873830298
0.35452596812986836,0.6997071338107496,1.4189640764029616
0.9706980243949033,0.2658699614595196,2.5211570372276624
0.8931211213221977,0.9691763773477239,2.5769951558487127
0.7783834970737619,0.7787509039657946,2.290392265337262
0.19463870785196757,0.7168901891589956,1.1043444724516338
0.4667210037270342,0.44936150214378867,1.568250458097205
0.04380376578722878,0.272241561845159,0.6692800001280053
0.15428949206754783,0.0963909621534993,0.8374962727811455
0.6830489532424546,0.9026023965438417,2.1368786254480616
0.7447621559078171,0.45577628983361107,2.1262571987657175
0.96750973243421,0.20236336479523032,2.495728474306989
0.32582535813815194,0.3059566241506525,1.2434377035214996
0.3704597060348689,0.579219568941896,1.4146852827523066
0.4695558112758079,0.1767727829392317,1.4921434574333854
0.1894713590842857,0.8566142840923755,1.135927003396284
0.12992150533547164,0.7585195298352101,0.9873988696215064
0.47570492622593374,0.7194629559509368,1.6672487392371484
0.2269093490508841,0.4320930397751037,1.0834466100342994
0.6698139946825103,0.6273088407024432,2.0278206415757536
0.43715191887233074,0.5840979689127356,1.5495332284184822
0.8326781960578374,0.64984660155482,2.3603103725821213
0.7002651020022491,0.08444432113988909,1.925863500346465
0.31236664138204107,0.41580740217060963,1.249475503415265
0.8322598013952011,0.04161417386189248,2.1770038549489694
0.8047643574968019,0.49399081924451893,2.2577259607669595
0.38747837903017446,0.3298612123327853,1.3739151217601846
0.2883281039302441,0.1445241888660469,1.1200134645203024
0.6824955039749755,0.10340296772255164,1.8960118982667165
0.1397524836093098,0.587644572177712,0.9557983388719332
0.19990820247510832,0.1705929685368861,0.9509942955112825
0.007362269751005512,0.9251201183767972,0.7922605750150502
0.7869243775021384,0.581061139700395,2.248167096914395
0.6648508565920321,0.34686980453483707,1.9337626545445155
0.7051653786263351,0.5909154914814168,2.0876054046970953
0.7807290310219679,0.022803871029697498,2.068299223352845
0.45891577553833995,0.9585592132414453,1.7053993150491136
0.5687411959528937,0.48230343694290023,1.7821734229886577
0.13979699812765745,0.7827352272502862,1.0144145644304008
0.11453007353597344,0.08272999992243857,0.7538791470486784
0.6684029617904717,0.48665833083816035,1.9828034228323914
0.4710962061431325,0.4907069943545209,1.5894045105926213
0.5652361064811888,0.9378264549749828,1.9118201494548726
0.7649988574160256,0.5717280523760754,2.201516130544874
0.6347183200005908,0.4734894010569538,1.9114834603182678
0.5535794006579958,0.2669756630918936,1.6872515002435597
0.5592071607454135,0.3315689973425522,1.7178850206935927
0.3039500980626122,0.5206724024715378,1.2641019168666858
0.030817834567939406,0.4389114603050467,0.6933091072273928
0.43671738923236236,0.021612079880330426,1.3799184024288238
0.2145846728195292,0.8262919241943578,1.1770569228973657
0.40852864372463615,0.8961607718397667,1.5859055190012024
0.8534030732681661,0.14024908899861077,2.2488808732359153
0.23393948586534075,0.5540361435390494,1.1340898147923963
0.05830274168906602,0.10857574113544355,0.6491782057187651
0.28138389202199654,0.6722400930398117,1.2644398119559366
0.2935937577666836,0.2812337838390083,1.1715576506850698
0.6619165147268951,0.6594226346919018,2.0216598198613607
0.5570321523412783,0.7269946142868826,1.8321626889686216
0.7838982091064135,0.768647491917657,2.298390665788124
