x0,x1,x2,y3
0.7739560485559633,0.7739560485559633,0.6643135403273875,8.810188761803042
0.4388784397520523,0.4388784397520523,0.4063868614400705,7.583432873003409
0.8585979199113825,0.8585979199113825,0.8140203846660347,9.622033491027985
0.6973680290593639,0.6973680290593639,0.1669729199077039,7.181525133040266
0.09417734788764953,0.09417734788764953,0.022712073133860478,5.044057944099139
0.9756223516367559,0.9756223516367559,0.09004786077564175,7.712538931690635
0.761139701990353,0.761139701990353,0.7223593505964503,9.177637436579918
0.7860643052769538,0.7860643052769538,0.4618772302513874,8.396513371532883
0.12811363267554587,0.12811363267554587,0.1612717790336018,6.252065954350141
0.45038593789556713,0.45038593789556713,0.5010447751033635,8.009069910373293
0.37079802423258124,0.37079802423258124,0.15231210271316842,6.29536336272382
0.9267649888486018,0.9267649888486018,0.696320375077736,9.372508749902636
0.6438651200806645,0.6438651200806645,0.4461562755740307,7.92125435916083
0.82276161327083,0.82276161327083,0.3810212260964825,8.232608704491222
0.44341419882733113,0.44341419882733113,0.3015120891478765,7.0124457310457755
0.2272387217847769,0.2272387217847769,0.6302825931188885,7.636958407982168
0.5545847870158348,0.5545847870158348,0.3618126105533904,7.742400908852206
0.06381725610417532,0.06381725610417532,0.087649919316101,5.427247171866514
0.8276311719925821,0.8276311719925821,0.11800590212051532,7.6350046388046975
0.6316643991220648,0.6316643991220648,0.9618976645495145,9.772134810351734
0.7580877400853738,0.7580877400853738,0.908580690707607,10.15929914973688
0.35452596812986836,0.35452596812986836,0.6997071338107496,8.291271457123532
0.9706980243949033,0.9706980243949033,0.2658699614595196,8.234082426781848
0.8931211213221977,0.8931211213221977,0.9691763773477239,10.23056527933169
0.7783834970737619,0.7783834970737619,0.7787509039657946,9.289121648725988
0.19463870785196757,0.19463870785196757,0.7168901891589956,8.017522937370858
0.4667210037270342,0.4667210037270342,0.44936150214378867,7.772018371941716
0.04380376578722878,0.04380376578722878,0.272241561845159,6.056237059655075
0.15428949206754783,0.15428949206754783,0.0963909621534993,5.452375983984776
0.6830489532424546,0.6830489532424546,0.9026023965438417,9.42450003361755
0.7447621559078171,0.7447621559078171,0.45577628983361107,7.984709899497111
0.96750973243421,0.96750973243421,0.20236336479523032,7.528406847249133
0.32582535813815194,0.32582535813815194,0.3059566241506525,6.806765221014665
0.3704597060348689,0.3704597060348689,0.579219568941896,8.03855945423409
0.4695558112758079,0.4695558112758079,0.1767727829392317,6.649386953877193
0.1894713590842857,0.1894713590842857,0.8566142840923755,8.02062609076418
0.12992150533547164,0.12992150533547164,0.7585195298352101,7.907364842212352
0.47570492622593374,0.47570492622593374,0.7194629559509368,8.536268627060073
0.2269093490508841,0.2269093490508841,0.4320930397751037,7.377202434164077
0.6698139946825103,0.6698139946825103,0.6273088407024432,8.414953690689684
0.43715191887233074,0.43715191887233074,0.5840979689127356,7.937917953891755
0.8326781960578374,0.8326781960578374,0.64984660155482,9.40396493832041
0.7002651020022491,0.7002651020022491,0.08444432113988909,6.914643348502644
