x1,x2,x3,x4,x5,y1,y2,x0,y3,y4
0.7739560485559633,0.7774048382411776,0.3019273914424916,8.319000171971052,30.459063324522845,2.28113354858428,6.024597911119807,0.7739560485559633,9.778884721181585,36.308203043611314
0.4388784397520523,0.9718264260609674,0.9184418955155542,6.8658628787418206,24.575964950739234,1.6693048073223948,5.539910596992025,0.4388784397520523,9.474051904373749,29.959545729902032
0.8585979199113825,0.5007411862023423,0.7812940354315159,7.800737201813835,28.935480856490084,2.3674181956834675,4.717238173337607,0.8585979199113825,8.889246670368651,33.7857465724102
0.6973680290593639,0.14389750255125078,0.1105884109961105,5.283990602238658,19.92413683445794,1.937905308884103,2.8770695665903783,0.6973680290593639,6.7085067784171235,18.551275353624792
0.09417734788764953,0.013936287708201545,0.9970346578375731,0.7348939428575271,2.763596243218477,0.6925355820877596,1.4367115891763023,0.09417734788764953,5.172021930561497,-0.8860786805643941
0.9756223516367559,0.22965602999885526,0.8792000243077452,7.494394134498594,28.214119828492695,2.5201415122731685,4.672943388295562,0.9756223516367559,8.042132802575777,28.871130731502667
0.761139701990353,0.13182221778652103,0.28390843786403896,5.670264946394546,21.41702293758374,2.061826069316662,3.101253797127192,0.761139701990353,7.519376666431631,30.68375834419032
0.7860643052769538,0.6776586736128575,0.8368965796609382,7.982970743366203,29.344810021584983,2.2754262126377647,5.650178957404513,0.7860643052769538,8.917123457954382,30.935277500497193
0.12811363267554587,0.12183250462853112,0.10641953187138287,1.3823120325899712,5.063652009313251,0.7927770167396511,0.5737794604206834,0.12811363267554587,5.951842439149792,3.622993679064789
0.45038593789556713,0.506329931620633,0.9991047304742386,5.064909945359201,18.49169218508816,1.552670855277324,3.8982940792545744,0.45038593789556713,7.638758370019527,20.045340526459967
0.37079802423258124,0.6942624356428865,0.6656847361065369,5.289051695050404,19.021050307069935,1.4498747791580284,4.037519318898253,0.37079802423258124,8.190738328251072,23.907903843266674
0.9267649888486018,0.5811166092209024,0.650125015558797,8.56649698264336,31.72119750778248,2.527864960463474,4.482571631319386,0.9267649888486018,9.460484601433656,39.079937857993485
0.6438651200806645,0.19977565166005762,0.09044072698413275,5.16148966701596,19.36181804989943,1.8476629356593464,2.5857806844382227,0.6438651200806645,6.184218586565622,18.351482647923305
0.82276161327083,0.8041245261822627,0.8970333988966253,8.778229817715193,32.15556028573132,2.3867605843963386,5.671378706181706,0.82276161327083,9.01857727614255,38.65251335900655
0.44341419882733113,0.7154071296158017,0.028999503204469423,5.84691506288072,21.12234007026616,1.6014505365394027,5.271048400972105,0.44341419882733113,7.786705095193578,24.037640169420456
0.2272387217847769,0.7389840039155418,0.24082805804114704,4.5151231264920675,15.996660073067945,1.1761726447442162,3.653606366983329,0.2272387217847769,6.995703718851821,20.816688961161226
0.5545847870158348,0.13105775155731325,0.143021875166635,4.27744825613211,16.104965277494788,1.6484868994988635,2.650878157249672,0.5545847870158348,6.361787246450483,14.709032041832021
0.06381725610417532,0.12375380365034461,0.7767679406922186,0.9399154735650055,3.379762931343823,0.664760653303454,1.3463945452966741,0.06381725610417532,5.923800263116273,1.1876406446341714
0.8276311719925821,0.9275625510065076,0.19820422721289788,9.261572545119542,33.812931855284276,2.4335311092871166,6.178550332043419,0.8276311719925821,9.934110835886111,40.408440003755175
0.6316643991220648,0.39757819382494064,0.9106382271308853,5.824511597431884,21.574731620725196,1.8826022563916118,4.425790548616226,0.6316643991220648,7.8736267881785675,17.68455397450082
0.7580877400853738,0.30094869178093975,0.6562690393274901,6.321849782072223,23.617440128248322,2.1064600877050297,4.027005692925532,0.7580877400853738,8.230182578999598,29.253337017281126
0.35452596812986836,0.4885840453515333,0.036162710494696215,4.354145154967097,15.80271191374067,1.3556271498651968,4.426474614851375,0.35452596812986836,8.11052384333813,21.60894636687461
